DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
20-Aug-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,235.374,106.498,185.663,26.936,9.53824,%,49.71,43.66,21.06,295.35,44345.95,184.24,,production,OP
21-Aug-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,232.120,106.484,182.534,28.383,9.28719,%,49.59,43.79,20.92,323.83,48776.09,165.77,,production,OP
22-Aug-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,229.892,106.460,180.892,28.488,9.24765,%,49.00,44.65,20.34,323.24,48300.46,156.06,,production,OP
23-Aug-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,227.944,106.443,179.485,27.997,9.41607,%,48.46,41.97,19.79,323.97,48155.58,151.91,,production,OP
24-Aug-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,226.269,106.427,178.477,27.165,9.40596,%,47.79,42.86,19.12,323.19,48358.06,150.39,,production,OP
25-Aug-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.518,106.418,177.557,27.272,9.41023,%,46.96,46.40,18.28,322.41,48084.18,149.62,,production,OP
26-Aug-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,13.53,224.530,106.387,177.573,3.422,6.42166,%,46.96,44.38,18.31,204.38,31111.47,106.42,,production,OP
27-Aug-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,262.657,103.854,262.644,0.000,1.04001,%,0.01,15.70,0.01,0.00,0.00,0.00,,production,OP
28-Aug-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,269.012,103.278,268.965,0.000,0.99688,%,0.05,14.52,0.05,0.00,0.00,0.00,,production,OP
29-Aug-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,259.750,98.371,259.675,0.000,0.96681,%,0.08,14.95,0.08,0.00,0.00,0.00,,production,OP
30-Aug-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,275.174,102.758,275.087,0.000,0.81974,%,0.09,15.14,0.09,0.00,0.00,0.00,,production,OP
31-Aug-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,17.41,242.138,105.803,181.413,0.001,6.19732,%,60.72,37.86,31.69,216.67,37499.72,152.97,,production,OP
01-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,231.231,106.431,183.068,11.351,9.01676,%,48.16,47.89,19.70,312.75,50331.01,160.10,,production,OP
02-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,226.436,106.418,179.569,16.197,9.23989,%,46.87,46.10,18.20,295.69,45380.54,147.42,,production,OP
03-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.423,106.402,177.828,16.674,9.21174,%,46.60,47.52,16.87,286.99,45359.37,149.21,,production,OP
04-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,227.221,106.346,179.790,14.160,8.95169,%,47.43,45.31,18.31,275.44,42733.35,154.40,,production,OP
05-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.284,106.426,174.844,17.686,9.75361,%,45.44,44.95,16.98,281.33,42557.11,147.98,,production,OP
06-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.488,106.402,175.604,16.352,9.74250,%,44.88,44.77,16.43,272.04,40835.30,134.91,,production,OP
07-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.022,106.404,175.635,16.223,9.67968,%,44.39,46.14,15.95,269.89,40412.99,141.09,,production,OP
08-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.552,106.406,175.875,16.242,9.66851,%,43.68,47.04,15.24,267.64,40126.26,143.40,,production,OP
09-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.356,106.407,176.556,16.292,9.66923,%,42.80,47.28,14.36,267.81,40027.53,143.73,,production,OP
10-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.228,106.406,177.072,16.117,9.65174,%,42.16,43.73,13.73,266.87,39892.36,146.83,,production,OP
11-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.170,106.402,177.485,15.795,9.62898,%,41.69,39.83,13.24,240.98,36257.24,138.19,,production,OP
12-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,218.991,106.403,177.840,15.533,9.61219,%,41.15,37.94,12.71,244.15,36205.96,136.88,,production,OP
13-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.531,106.387,181.124,15.007,9.62138,%,39.41,41.34,10.95,242.11,35834.71,137.06,,production,OP
14-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.797,106.381,181.934,14.750,9.61071,%,38.86,40.62,10.40,235.70,35357.07,136.45,,production,OP
15-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.965,106.385,182.005,14.985,9.60468,%,38.96,41.56,10.47,244.00,36155.83,135.84,,production,OP
16-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.760,106.383,182.029,15.247,9.59874,%,38.73,42.26,10.25,246.35,36337.56,135.24,,production,OP
17-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.535,106.385,181.850,15.129,9.59334,%,38.69,44.66,10.18,243.94,36233.74,136.26,,production,OP
18-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.281,106.386,181.666,15.167,9.61340,%,38.61,44.39,10.11,253.84,37137.27,127.01,,production,OP
19-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.936,106.389,181.411,15.388,9.62145,%,38.53,45.17,9.96,246.53,35973.83,124.61,,production,OP
20-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.988,106.385,181.673,15.357,9.62007,%,38.31,45.68,9.69,236.01,35462.31,118.00,,production,OP
21-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.486,106.390,181.397,15.444,9.67570,%,38.09,43.03,9.55,250.08,37690.28,122.42,,production,OP
22-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,23.16,221.685,105.550,184.089,12.419,9.19274,%,37.60,41.25,8.27,206.11,32211.93,101.81,,production,OP
23-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.167,106.373,182.074,15.216,10.79748,%,38.09,45.64,9.01,256.33,38652.82,134.49,,production,OP
24-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.053,106.358,183.064,14.312,10.33039,%,37.99,41.76,9.14,222.76,33575.24,118.95,,production,OP
25-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.374,106.353,183.556,14.063,10.31001,%,37.82,42.08,8.76,209.22,31927.64,121.91,,production,OP
26-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.630,106.350,183.894,14.158,10.29745,%,37.74,44.04,8.67,209.80,31692.48,121.48,,production,OP
27-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.993,106.343,184.262,14.058,10.28702,%,37.73,44.67,8.68,207.14,31691.94,121.33,,production,OP
28-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,222.210,106.340,184.674,13.822,10.27089,%,37.54,42.58,8.41,206.37,31382.29,120.72,,production,OP
29-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,222.791,106.327,185.767,13.417,10.04348,%,37.02,40.09,7.93,206.02,31401.89,115.45,,production,OP
30-Sep-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.819,106.373,183.488,15.139,10.03144,%,37.33,44.24,8.25,213.46,32408.83,113.45,,production,OP
01-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.594,106.385,182.630,15.856,10.31266,%,36.96,45.16,9.14,216.65,32953.56,117.13,,production,OP
02-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.876,106.375,183.017,15.257,10.20494,%,36.86,44.53,11.26,211.61,32135.83,113.07,,production,OP
03-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.594,106.380,182.848,15.405,10.18357,%,36.75,44.89,11.14,209.78,31949.36,116.41,,production,OP
04-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.386,106.361,183.697,14.905,9.78538,%,36.69,45.65,11.07,209.12,31651.00,115.22,,production,OP
05-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.086,106.368,184.133,14.861,9.65826,%,35.95,38.87,10.35,207.39,31612.12,115.78,,production,OP
06-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.934,106.370,185.933,14.652,9.98944,%,34.00,34.06,8.41,206.33,31515.25,115.61,,production,OP
07-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.901,106.368,185.657,14.564,9.98299,%,34.24,32.39,8.65,206.94,31395.06,114.92,,production,OP
08-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.232,106.340,187.529,13.877,9.95347,%,33.70,36.28,8.07,203.92,31177.02,114.74,,production,OP
09-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.125,106.369,185.216,15.225,9.93362,%,34.91,44.53,9.17,212.82,32165.23,112.93,,production,OP
10-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.045,106.387,183.653,15.987,10.19985,%,35.39,43.36,9.71,212.21,32132.14,113.68,,production,OP
11-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,218.614,106.389,183.286,15.852,10.34942,%,35.33,39.13,9.64,212.88,32215.62,113.54,,production,OP
12-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.048,106.377,183.851,15.332,10.06346,%,35.20,38.95,9.48,210.45,32077.63,113.72,,production,OP
13-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,23.17,219.991,106.340,185.387,14.566,9.47202,%,34.60,41.07,8.46,187.23,28826.50,112.08,,production,OP
14-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.867,106.357,184.433,15.109,9.70539,%,35.43,43.61,8.90,206.01,30976.59,115.17,,production,OP
15-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.788,106.359,184.637,14.915,10.31315,%,35.15,41.88,7.30,205.07,31349.91,113.39,,production,OP
16-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,218.965,106.375,183.994,15.594,10.45856,%,34.97,46.09,9.01,211.08,31855.07,119.27,,production,OP
17-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.076,106.371,184.279,15.340,10.43752,%,34.80,45.69,8.86,208.84,31352.65,116.49,,production,OP
18-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,218.654,106.377,183.836,15.526,10.44461,%,34.82,46.08,9.00,209.65,31200.92,115.74,,production,OP
19-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,218.830,106.364,184.583,15.194,10.43639,%,34.25,45.49,8.20,203.19,30505.28,113.97,,production,OP
20-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.250,106.356,185.174,14.758,10.37338,%,34.08,43.96,7.96,203.54,30522.57,110.54,,production,OP
21-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.273,106.330,187.470,13.761,10.35314,%,32.80,39.37,6.80,202.12,30310.14,112.82,,production,OP
22-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.900,106.300,189.562,12.649,10.32917,%,32.34,37.23,6.36,202.01,30222.59,107.28,,production,OP
23-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.734,106.307,189.784,13.167,11.00074,%,31.95,38.91,6.05,199.61,30039.78,110.33,,production,OP
24-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.402,106.341,187.742,14.243,11.08872,%,32.66,39.09,6.50,197.22,29877.44,118.31,,production,OP
25-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.149,106.345,187.309,14.322,10.85320,%,32.84,39.94,6.77,208.44,31154.88,118.89,,production,OP
26-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.913,106.218,194.215,10.783,10.95650,%,30.70,34.80,4.85,182.37,29904.43,117.88,,production,OP
27-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,222.368,106.314,189.743,13.359,11.36751,%,32.63,36.54,6.67,182.31,29816.70,119.17,,production,OP
28-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,218.560,106.387,185.426,16.003,11.78043,%,33.13,35.05,6.96,197.99,31812.18,125.49,,production,OP
29-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,216.985,106.409,183.525,16.762,11.78414,%,33.46,36.11,7.10,215.08,33138.46,140.93,,production,OP
30-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.718,106.304,188.954,13.029,11.77888,%,32.76,34.90,5.01,197.65,30968.82,125.80,,production,OP
31-Oct-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,218.621,106.397,185.690,16.270,11.75842,%,32.93,39.60,6.83,207.32,35598.96,138.32,,production,OP
01-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.608,106.379,187.068,15.760,11.75576,%,32.54,41.45,6.45,209.29,35393.41,132.76,,production,OP
02-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,23.17,219.928,106.368,187.803,15.542,12.46289,%,32.13,41.40,5.50,198.93,33499.60,110.30,,production,OP
03-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.255,106.215,193.171,14.959,12.68953,%,31.08,36.30,4.36,200.50,31084.05,111.93,,production,OP
04-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,230.036,106.104,200.446,13.845,17.48396,%,29.59,32.06,2.53,207.78,31509.55,112.91,,production,OP
05-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,23.63,223.131,106.375,188.804,21.894,13.26480,%,34.33,38.07,7.00,206.85,31036.91,113.85,,production,OP
06-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,13.65,236.947,105.672,208.802,8.121,14.14040,%,28.15,27.01,2.56,110.12,16835.21,66.54,,production,OP
07-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,10.23,211.723,106.493,187.599,18.611,15.52883,%,24.12,49.42,3.80,81.19,12478.34,49.67,,production,OP
08-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,207.292,106.605,178.315,15.803,23.12034,%,28.98,49.63,3.78,185.75,28562.49,118.35,,production,OP
09-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,206.597,106.585,177.226,12.969,21.60417,%,29.37,45.88,4.37,278.28,42747.51,234.72,,production,OP
10-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,207.999,106.558,177.845,10.443,20.67459,%,30.15,47.53,3.92,275.63,42580.23,237.26,,production,OP
11-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,200.090,106.668,172.195,16.710,26.11307,%,27.90,51.25,2.14,290.63,44122.20,244.54,,production,OP
12-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,200.131,106.661,172.742,14.323,27.06314,%,27.39,47.52,1.63,235.07,35852.27,170.80,,production,OP
13-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,201.564,106.639,174.011,11.821,26.95369,%,27.55,45.14,1.49,233.38,35672.73,169.04,,production,OP
14-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,201.512,106.642,174.157,11.407,26.82006,%,27.35,46.66,1.60,238.33,36485.48,171.27,,production,OP
15-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,202.515,106.629,175.142,11.072,26.34486,%,27.37,48.56,1.34,239.42,36080.80,181.28,,production,OP
16-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,203.238,106.618,175.802,9.762,27.25294,%,27.44,43.37,1.17,240.16,36252.53,171.87,,production,OP
17-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,206.037,106.577,178.315,9.230,28.09178,%,27.72,41.14,0.96,238.37,35974.85,165.38,,production,OP
18-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,10.66,218.841,106.309,191.202,4.958,13.41088,%,27.64,38.00,0.66,102.58,15889.18,72.08,,production,OP
19-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,253.213,103.958,163.981,0.025,1.24004,%,89.23,13.79,68.76,0.00,0.00,0.00,,production,OP
20-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,12.49,232.492,105.814,189.722,0.657,7.62389,%,42.77,27.73,15.70,95.34,14708.17,66.62,,production,OP
21-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,234.523,106.101,206.392,2.174,24.79945,%,28.13,30.68,0.84,43.94,6756.17,29.25,,production,OP
22-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,8.91,237.717,105.978,209.136,1.882,9.12343,%,28.58,29.20,0.89,14.47,2215.86,10.05,,production,OP
23-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,262.925,103.578,169.401,9.924,0.00000,%,93.52,12.71,66.46,0.00,0.00,0.00,,production,OP
24-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,267.466,103.315,171.584,8.548,0.00000,%,95.88,12.08,68.72,0.00,0.00,0.00,,production,OP
25-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,270.017,103.109,172.760,7.881,0.00000,%,97.26,11.36,70.07,0.00,0.00,0.00,,production,OP
26-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,272.217,102.955,173.661,7.527,0.00000,%,98.56,11.88,71.50,0.00,0.00,0.00,,production,OP
27-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,274.154,102.832,174.405,7.301,0.00000,%,99.75,12.91,80.60,0.00,0.00,0.00,,production,OP
28-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,275.872,102.731,175.147,7.015,0.00000,%,100.73,10.43,81.83,0.00,0.00,0.00,,production,OP
29-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,277.415,102.644,175.745,6.834,0.00000,%,101.67,9.89,82.77,0.00,0.00,0.00,,production,OP
30-Nov-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,278.813,102.568,176.282,6.691,0.00000,%,102.53,9.35,83.64,0.00,0.00,0.00,,production,OP
01-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,280.071,102.499,176.695,6.616,0.00000,%,103.38,9.99,84.64,0.00,0.00,0.00,,production,OP
02-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,281.221,102.438,177.022,6.606,0.00000,%,104.20,12.06,86.31,0.00,0.00,0.00,,production,OP
03-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,282.307,102.384,177.418,6.482,0.00000,%,104.89,12.26,87.00,0.00,0.00,0.00,,production,OP
04-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,283.410,102.333,177.813,6.385,0.00000,%,105.60,10.73,88.08,0.00,0.00,0.00,,production,OP
05-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,284.572,102.286,178.140,6.383,0.00000,%,106.43,12.25,89.52,0.00,0.00,0.00,,production,OP
06-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,285.742,102.243,178.563,6.288,0.00000,%,107.18,12.12,91.03,0.00,0.00,0.00,,production,OP
07-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,286.896,102.203,178.923,6.238,0.00000,%,107.97,11.02,92.52,0.00,0.00,0.00,,production,OP
08-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,288.021,102.165,179.228,6.230,0.00000,%,108.79,10.72,93.33,0.00,0.00,0.00,,production,OP
09-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,13.18,244.357,106.047,194.723,20.853,8.76609,%,49.63,33.28,23.26,212.65,33153.72,201.48,,production,OP
10-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,232.140,106.758,196.322,19.072,18.36391,%,35.82,45.58,9.55,310.21,46696.87,352.29,,production,OP
11-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,227.788,106.760,195.702,19.367,18.95642,%,32.09,48.76,5.66,246.08,37474.69,297.03,,production,OP
12-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,226.059,106.687,194.330,18.265,18.95778,%,31.73,49.35,5.29,241.60,36641.33,278.23,,production,OP
13-Dec-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.111,106.658,192.261,18.553,20.00880,%,30.85,49.08,4.47,238.04,36024.89,272.84,,production,OP
